Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.46","LBJ_0036","VBILepBor13265_0046","PATRIC.355277.4.NC_008510.CDS.44758.45237.rev","PATRIC","CDS",44758,45237,480,"-","FIG00763718","PLF_171_00002381","PGF_00316731","YP_799548.1",159,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.460","LBJ_0365","VBILepBor13265_0460","PATRIC.355277.4.NC_008510.CDS.448051.448323.fwd","PATRIC","CDS",448051,448323,273,"+","FIG00000213","PLF_171_00002550","PGF_02454577","YP_799842.1",90,"rpsT","SSU ribosomal protein S20p","GO:0003723|RNA binding;GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.461","LBJ_0367","VBILepBor13265_0461","PATRIC.355277.4.NC_008510.CDS.448452.449834.fwd","PATRIC","CDS",448452,449834,1383,"+","FIG00009682","PLF_171_00000886","PGF_12781332","YP_799843.1",460,"manB-1","Phosphoglucosamine mutase (EC 5.4.2.10)","GO:0008966|phosphoglucosamine mutase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.462","LBJ_0368","VBILepBor13265_0462","PATRIC.355277.4.NC_008510.CDS.449837.451669.fwd","PATRIC","CDS",449837,451669,1833,"+","FIG00000038","PLF_171_00000123","PGF_01960322","YP_799844.1",610,"glmS","Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)","GO:0004360|glutamine-fructose-6-phosphate transaminase (isomerizing) activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.463","LBJ_0369","VBILepBor13265_0463","PATRIC.355277.4.NC_008510.CDS.451677.452723.fwd","PATRIC","CDS",451677,452723,1047,"+","FIG00000187","PLF_171_00002824","PGF_00071613","YP_799845.1",348,,"Sugar-phosphate nucleotidyl transferase",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.467","LBJ_0371","VBILepBor13265_0467","PATRIC.355277.4.NC_008510.CDS.455059.456336.fwd","PATRIC","CDS",455059,456336,1278,"+","FIG00004764","PLF_171_00000715","PGF_06614457","YP_799846.1",425,"amtB","Ammonium transporter",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.468","LBJ_0372","VBILepBor13265_0468","PATRIC.355277.4.NC_008510.CDS.456371.456715.fwd","PATRIC","CDS",456371,456715,345,"+","FIG00005111","PLF_171_00000647","PGF_02518459","YP_799847.1",114,"glnK","Nitrogen regulatory protein P-II","GO:0006808|regulation of nitrogen utilization;GO:0030234|enzyme regulator activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.470","LBJ_0373","VBILepBor13265_0470","PATRIC.355277.4.NC_008510.CDS.457452.458357.rev","PATRIC","CDS",457452,458357,906,"-","FIG00003217","PLF_171_00001410","PGF_05580933","YP_799848.1",301,"hemK","Peptide chain release factor N(5)-glutamine methyltransferase (EC 2.1.1.297)",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.471","LBJ_0375","VBILepBor13265_0471","PATRIC.355277.4.NC_008510.CDS.458973.460067.fwd","PATRIC","CDS",458973,460067,1095,"+","FIG01306568","PLF_171_00000006","PGF_01000105","YP_799850.1",364,,"Mobile element protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.472","LBJ_0377","VBILepBor13265_0472","PATRIC.355277.4.NC_008510.CDS.460511.461176.rev","PATRIC","CDS",460511,461176,666,"-","FIG00007339","PLF_171_00000859","PGF_10534715","YP_799851.1",221,,"Transcriptional regulator, Crp/Fnr family",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.473","LBJ_0378","VBILepBor13265_0473","PATRIC.355277.4.NC_008510.CDS.461176.462234.rev","PATRIC","CDS",461176,462234,1059,"-","FIG00762847","PLF_171_00001320","PGF_00070265","YP_799852.1",352,,"cyclic nucleotide binding protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.47","LBJ_0037","VBILepBor13265_0047","PATRIC.355277.4.NC_008510.CDS.46142.47839.fwd","PATRIC","CDS",46142,47839,1698,"+","FIG00763867","PLF_171_00000293","PGF_07849456","YP_799549.1",565,,"Methyl-accepting chemotaxis protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.474","LBJ_0379","VBILepBor13265_0474","PATRIC.355277.4.NC_008510.CDS.462244.463494.rev","PATRIC","CDS",462244,463494,1251,"-","FIG01348525","PLF_171_00001282","PGF_00069814","YP_799853.1",416,,"chlorohydrolase family protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.475","LBJ_0380","VBILepBor13265_0475","PATRIC.355277.4.NC_008510.CDS.463512.464183.rev","PATRIC","CDS",463512,464183,672,"-","FIG00011382","PLF_171_00001732","PGF_10422309","YP_799854.1",223,,"Murein hydrolase activator EnvC",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.477","LBJ_0381","VBILepBor13265_0477","PATRIC.355277.4.NC_008510.CDS.464289.466409.rev","PATRIC","CDS",464289,466409,2121,"-","FIG00063189","PLF_171_00000674","PGF_00060409","YP_799855.1",706,,"Translation elongation factor G","GO:0005525|GTP binding;GO:0006412|translation"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.479","LBJ_0382","VBILepBor13265_0479","PATRIC.355277.4.NC_008510.CDS.466666.468285.fwd","PATRIC","CDS",466666,468285,1620,"+","FIG00000736","PLF_171_00000135","PGF_01898546","YP_799856.1",539,"trkG-2","KtrAB potassium uptake system, integral membrane component KtrB",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.481","LBJ_0383","VBILepBor13265_0481","PATRIC.355277.4.NC_008510.CDS.468548.469441.fwd","PATRIC","CDS",468548,469441,894,"+","FIG01502312","PLF_171_00000576","PGF_02147073","YP_799857.1",297,,"UbiA polyprenyltransferase family protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.483","LBJ_0384","VBILepBor13265_0483","PATRIC.355277.4.NC_008510.CDS.469674.470177.fwd","PATRIC","CDS",469674,470177,504,"+","FIG00768867","PLF_171_00002731","PGF_00413537","YP_799858.1",167,,"thioredoxin-like protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.484","LBJ_0385","VBILepBor13265_0484","PATRIC.355277.4.NC_008510.CDS.470280.471044.fwd","PATRIC","CDS",470280,471044,765,"+","FIG00638284","PLF_171_00001287","PGF_00145882","YP_799859.1",254,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.486","LBJ_0386","VBILepBor13265_0486","PATRIC.355277.4.NC_008510.CDS.471713.472723.fwd","PATRIC","CDS",471713,472723,1011,"+","FIG00767061","PLF_171_00001599","PGF_00286761","YP_799860.1",336,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.487","LBJ_0387","VBILepBor13265_0487","PATRIC.355277.4.NC_008510.CDS.472953.473909.rev","PATRIC","CDS",472953,473909,957,"-","FIG00000163","PLF_171_00001195","PGF_00063974","YP_799861.1",318,"murB","UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98)",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.489","LBJ_0388","VBILepBor13265_0489","PATRIC.355277.4.NC_008510.CDS.474534.475628.fwd","PATRIC","CDS",474534,475628,1095,"+","FIG01306568","PLF_171_00000006","PGF_01000105","YP_799862.1",364,,"Mobile element protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.490","LBJ_0389","VBILepBor13265_0490","PATRIC.355277.4.NC_008510.CDS.476362.476874.rev","PATRIC","CDS",476362,476874,513,"-","FIG00763132","PLF_171_00001959","PGF_00135661","YP_799863.1",170,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.491","LBJ_0390","VBILepBor13265_0491","PATRIC.355277.4.NC_008510.CDS.477734.479782.rev","PATRIC","CDS",477734,479782,2049,"-","FIG00638284","PLF_171_00007477","PGF_08225224","YP_799864.1",682,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.48","LBJ_0038","VBILepBor13265_0048","PATRIC.355277.4.NC_008510.CDS.47970.48842.fwd","PATRIC","CDS",47970,48842,873,"+","FIG00763353","PLF_171_00001963","PGF_00256331","YP_799550.1",290,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.492","LBJ_0391","VBILepBor13265_0492","PATRIC.355277.4.NC_008510.CDS.479900.480586.rev","PATRIC","CDS",479900,480586,687,"-","FIG00002772","PLF_171_00002754","PGF_00650314","YP_799865.1",228,"coaB","Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)","GO:0004632|phosphopantothenate--cysteine ligase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.493","LBJ_0392","VBILepBor13265_0493","PATRIC.355277.4.NC_008510.CDS.480603.481145.rev","PATRIC","CDS",480603,481145,543,"-","FIG00003329","PLF_171_00001359","PGF_03439822","YP_799866.1",180,"coaC","Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)","GO:0004633|phosphopantothenoylcysteine decarboxylase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.494","LBJ_0393","VBILepBor13265_0494","PATRIC.355277.4.NC_008510.CDS.481165.482499.rev","PATRIC","CDS",481165,482499,1335,"-","FIG00042627","PLF_171_00001504","PGF_02818638","YP_799867.1",444,,"Hemolysins and related proteins containing CBS domains",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.495","LBJ_0394","VBILepBor13265_0495","PATRIC.355277.4.NC_008510.CDS.482726.485311.rev","PATRIC","CDS",482726,485311,2586,"-","FIG00766226","PLF_171_00001151","PGF_00197058","YP_799868.1",861,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.496","LBJ_0395","VBILepBor13265_0496","PATRIC.355277.4.NC_008510.CDS.485318.486325.rev","PATRIC","CDS",485318,486325,1008,"-","FIG00000309","PLF_171_00001064","PGF_00008611","YP_799869.1",335,"gpsA","Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)","GO:0047952|glycerol-3-phosphate dehydrogenase [NAD(P)+] activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.497","LBJ_0396","VBILepBor13265_0497","PATRIC.355277.4.NC_008510.CDS.486447.487130.fwd","PATRIC","CDS",486447,487130,684,"+","FIG00763657","PLF_171_00001691","PGF_00394446","YP_799870.1",227,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.498","LBJ_0397","VBILepBor13265_0498","PATRIC.355277.4.NC_008510.CDS.487241.488242.fwd","PATRIC","CDS",487241,488242,1002,"+","FIG00764597","PLF_171_00001800","PGF_00373044","YP_799871.1",333,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.499","LBJ_0398","VBILepBor13265_0499","PATRIC.355277.4.NC_008510.CDS.488245.488922.fwd","PATRIC","CDS",488245,488922,678,"+","FIG00764272","PLF_171_00001695","PGF_00216301","YP_799872.1",225,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.49","LBJ_0039","VBILepBor13265_0049","PATRIC.355277.4.NC_008510.CDS.48839.49777.fwd","PATRIC","CDS",48839,49777,939,"+","FIG00030688","PLF_171_00000951","PGF_04983601","YP_799551.1",312,,"UDP-glucuronate decarboxylase (EC 4.1.1.35)","GO:0048040|UDP-glucuronate decarboxylase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.500","LBJ_0399","VBILepBor13265_0500","PATRIC.355277.4.NC_008510.CDS.488919.489335.fwd","PATRIC","CDS",488919,489335,417,"+","FIG00764162","PLF_171_00000426","PGF_00213770","YP_799873.1",138,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.501","LBJ_0400","VBILepBor13265_0501","PATRIC.355277.4.NC_008510.CDS.489316.491490.fwd","PATRIC","CDS",489316,491490,2175,"+","FIG00021289","PLF_171_00000112","PGF_02226715","YP_799874.1",724,,"ATP-dependent DNA helicase RecG (EC 3.6.4.12)",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.502","LBJ_0403","VBILepBor13265_0502","PATRIC.355277.4.NC_008510.CDS.493164.494699.fwd","PATRIC","CDS",493164,494699,1536,"+","FIG01958823","PLF_171_00001989","PGF_00012969","YP_799877.1",511,"thiC","Phosphomethylpyrimidine synthase ThiC (EC 4.1.99.17)",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.505","LBJ_0405","VBILepBor13265_0505","PATRIC.355277.4.NC_008510.CDS.496091.496435.rev","PATRIC","CDS",496091,496435,345,"-","FIG00765739","PLF_171_00002946","PGF_00407908","YP_799878.1",114,,"putative lipoprotein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.507","LBJ_0406","VBILepBor13265_0507","PATRIC.355277.4.NC_008510.CDS.496769.497512.fwd","PATRIC","CDS",496769,497512,744,"+","FIG00763774","PLF_171_00001714","PGF_03981123","YP_799879.1",247,,"D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)","GO:0009002|serine-type D-Ala-D-Ala carboxypeptidase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.508","LBJ_0407","VBILepBor13265_0508","PATRIC.355277.4.NC_008510.CDS.497519.498490.rev","PATRIC","CDS",497519,498490,972,"-","FIG00022300","PLF_171_00001078","PGF_01033123","YP_799880.1",323,"galE","UDP-glucose 4-epimerase (EC 5.1.3.2)","GO:0003978|UDP-glucose 4-epimerase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.509","LBJ_0408","VBILepBor13265_0509","PATRIC.355277.4.NC_008510.CDS.498487.499266.rev","PATRIC","CDS",498487,499266,780,"-","FIG00000508","PLF_171_00002113","PGF_00033729","YP_799881.1",259,"lpxA","Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129)","GO:0008780|acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.50","LBJ_0040","VBILepBor13265_0050","PATRIC.355277.4.NC_008510.CDS.49855.51024.fwd","PATRIC","CDS",49855,51024,1170,"+","FIG00001143","PLF_171_00001230","PGF_07027046","YP_799552.1",389,"pntA","NAD(P) transhydrogenase N-domain of subunit alpha (EC 1.6.1.2)","GO:0008750|NAD(P)+ transhydrogenase (AB-specific) activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.513","LBJ_0410","VBILepBor13265_0513","PATRIC.355277.4.NC_008510.CDS.499991.501013.rev","PATRIC","CDS",499991,501013,1023,"-","FIG01318417","PLF_171_00001345","PGF_02415711","YP_799882.1",340,"gmd","GDP-mannose 4,6-dehydratase (EC 4.2.1.47)","GO:0008446|GDP-mannose 4,6-dehydratase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.515","LBJ_0411","VBILepBor13265_0515","PATRIC.355277.4.NC_008510.CDS.501375.502691.rev","PATRIC","CDS",501375,502691,1317,"-","FIG01327930","PLF_171_00000170","PGF_00025234","YP_799883.1",438,"norM","Na+-driven multidrug efflux pump",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.516","LBJ_0412","VBILepBor13265_0516","PATRIC.355277.4.NC_008510.CDS.503095.504396.fwd","PATRIC","CDS",503095,504396,1302,"+","FIG00762724","PLF_171_00001000","PGF_10536521","YP_799884.1",433,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.517","LBJ_0413","VBILepBor13265_0517","PATRIC.355277.4.NC_008510.CDS.504512.505348.fwd","PATRIC","CDS",504512,505348,837,"+","FIG00765592","PLF_171_00000588","PGF_02106991","YP_799885.1",278,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.518","LBJ_0414","VBILepBor13265_0518","PATRIC.355277.4.NC_008510.CDS.505348.507147.fwd","PATRIC","CDS",505348,507147,1800,"+","FIG00763078","PLF_171_00000460","PGF_01898546","YP_799886.1",599,"trkG-1","KtrAB potassium uptake system, integral membrane component KtrB",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.519","LBJ_0415","VBILepBor13265_0519","PATRIC.355277.4.NC_008510.CDS.507161.507880.fwd","PATRIC","CDS",507161,507880,720,"+","FIG00000838","PLF_171_00002091","PGF_02297251","YP_799887.1",239,"trkA","KtrAB potassium uptake system, peripheral membrane component KtrA",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.520","LBJ_0416","VBILepBor13265_0520","PATRIC.355277.4.NC_008510.CDS.507970.508257.rev","PATRIC","CDS",507970,508257,288,"-","FIG00614545","PLF_171_00002346","PGF_10367439","YP_799888.1",95,"acyP","Acylphosphate phosphohydrolase (EC 3.6.1.7)","GO:0003998|acylphosphatase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.521","LBJ_0417","VBILepBor13265_0521","PATRIC.355277.4.NC_008510.CDS.508241.508438.rev","PATRIC","CDS",508241,508438,198,"-","FIG00001245","PLF_171_00002121","PGF_03681316","YP_799889.1",65,,"Hemoglobin-like protein HbO","GO:0015671|oxygen transport"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.523","LBJ_0418","VBILepBor13265_0523","PATRIC.355277.4.NC_008510.CDS.508505.508993.rev","PATRIC","CDS",508505,508993,489,"-","FIG00000735","PLF_171_00001338","PGF_01785347","YP_799890.1",162,"nudH","Adenosine (5')-pentaphospho-(5'')-adenosine pyrophosphohydrolase",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.525","LBJ_0419","VBILepBor13265_0525","PATRIC.355277.4.NC_008510.CDS.509623.510054.fwd","PATRIC","CDS",509623,510054,432,"+","FIG00767603","PLF_171_00002135","PGF_00049711","YP_799891.1",143,,"SET domain-containing protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.51","LBJ_0041","VBILepBor13265_0051","PATRIC.355277.4.NC_008510.CDS.50983.51519.rev","PATRIC","CDS",50983,51519,537,"-","FIG00765416","PLF_171_00002376","PGF_06833838","YP_799553.1",178,,"putative membrane-associated phospholipid phosphatase, PAP2 superfamily",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.526","LBJ_0420","VBILepBor13265_0526","PATRIC.355277.4.NC_008510.CDS.510236.511042.rev","PATRIC","CDS",510236,511042,807,"-","FIG00002239","PLF_171_00000980","PGF_04776928","YP_799892.1",268,"ugpQ","Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)","GO:0008889|glycerophosphodiester phosphodiesterase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.527","LBJ_0421","VBILepBor13265_0527","PATRIC.355277.4.NC_008510.CDS.511177.511560.rev","PATRIC","CDS",511177,511560,384,"-","FIG00764213","PLF_171_00002627","PGF_00134086","YP_799893.1",127,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.52","LBJ_0042","VBILepBor13265_0052","PATRIC.355277.4.NC_008510.CDS.51516.52835.rev","PATRIC","CDS",51516,52835,1320,"-","FIG00000087","PLF_171_00000906","PGF_03004613","YP_799554.1",439,"hisS","Histidyl-tRNA synthetase (EC 6.1.1.21)","GO:0004821|histidine-tRNA ligase activity"
